,0,1,2,3
0,10000.001,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,0.960,0.925,1.027,0.975,0.963"
1,10023.0020023001,0.0022974588192063257,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.033,0.977,1.062,1.002,1.005"
2,9973.0076985277,-0.005000438456814099,"0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
3,9973.008693335218,9.97499950626707e-08,"0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
4,9948.077171396,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.048,1.020,1.008,1.005,1.100"
5,9948.078166203719,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,0.990,1.004,0.965,1.006,0.967"
6,9625.362313913281,-0.03297786092020738,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,0.979,1.048,1.038,0.992,0.970"
7,10539.443284172448,0.09072319991040344,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.025,1.100,0.994,0.995,1.065"
8,11590.169650160735,0.09503257249728783,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,0.951,1.100,0.918,0.985,0.955"
9,11534.85222328503,-0.004784214492028034,"0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
10,11477.17911853754,-0.00501244106978055,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
11,11448.487321328403,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.018,1.100,1.026,0.996,1.020"
12,11448.488466177136,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,0.960,1.100,0.948,0.981,0.961"
13,10288.44885522661,-0.10683591404755415,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,0.901,0.998,1.010,1.019"
14,10285.629184941079,-0.00027409931056736727,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
15,10285.63021093259,9.97499950626707e-08,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
16,10259.917166539686,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
17,10259.918192531404,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
18,10259.919218523224,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
19,10259.920244515146,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
20,10259.921270507171,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
21,10259.922296499299,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.050,1.037,1.065,1.027,1.059"
22,10259.92332249153,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.036,0.952,1.008,1.012,1.003"
23,10234.274540177634,-0.0025030299674969883,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000,1.000"
24,10183.104193462768,-0.00501244106978055,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
25,10157.647453835305,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.055,1.034,1.048,1.019,1.041"
26,10157.648469600052,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.009,1.022,1.028,0.999,1.016"
27,9996.820051262897,-0.015959917969928412,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,0.987,0.989,0.958,0.986,0.973"
28,10946.181227974947,0.09072360158347317,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.035,1.100,1.024,1.018,1.100"
29,11307.002629740799,0.0324315863967143,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,1.038,1.100,1.077,1.010,1.014"
30,11251.496659247241,-0.004921079350024309,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000,1.000"
31,11195.240303913544,-0.00501244106978055,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
32,11167.2533254766,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,0.971,1.100,1.006,0.991,0.978"
33,11167.254442201933,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.026,0.963,0.988,1.001,1.000"
34,10166.599215996212,-0.09387802496167957,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,0.900,0.913,0.900,0.976,0.925"
35,11180.834971239234,0.09509338887558909,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.037,1.100,1.050,1.009,1.066"
36,12246.504844816278,0.09103942818241686,"0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.021,1.100,1.100,1.029,1.052"
37,12218.675252389781,-0.0022750377736261433,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
38,12188.129786126332,-0.0025030299674969883,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
39,12157.660683521026,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.024,0.900,1.006,0.995,0.986"
40,12157.661899287095,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.033,0.979,0.987,1.001,1.012"
41,12259.41745921036,0.008334833786125144,"0.00,0.00,0.00,1.00,0.00,0.00","1.000,0.954,0.955,1.011,0.998,0.969"
42,12556.390350977481,0.02393531347962876,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,1.029,1.100,1.100,0.997,1.003"
43,13178.437645215083,0.048352254934367025,"0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.018,0.941,1.054,1.004,0.984"
44,13176.737108876734,-0.00012904762397338837,"0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
45,13176.738423256262,9.97499950626707e-08,"0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
46,13143.797898166147,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,0.999,0.901,0.919,0.992,0.991"
47,13143.799212545939,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,0.976,1.024,0.959,1.007,1.045"
