,0,1,2,3
0,10375.254920572055,0.03683854347841008,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.003,1.100,1.029,1.014,1.017"
1,10623.535628350923,0.02364824562550206,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.997,1.100,0.998,0.976,1.017"
2,10622.973527589205,-5.291229328286341e-05,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
3,10622.24334150004,-6.873886898420556e-05,"0.09,0.08,0.32,0.09,0.32,0.09","1.000,1.000,1.000,1.000,1.000,1.000"
4,10725.263602817638,0.00965181192764225,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.983,1.000,1.021,1.022,1.018"
5,10908.578268638126,0.016947433974676816,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.993,1.000,1.043,1.044,0.987"
6,10812.972793265697,-0.008802878991185223,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.027,1.000,0.973,0.976,0.999"
7,10733.982620225133,-0.007331943226614122,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.971,1.000,1.011,0.979,1.008"
8,10862.952358643646,0.011943479168067083,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.065,1.000,0.996,1.019,1.015"
9,10862.661340270353,-2.6790347775082162e-05,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
10,10862.662020331292,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
11,10839.190317912897,-0.0021631067435749986,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.081,1.000,0.946,1.000,0.968"
12,10879.18594878947,0.003683118442957966,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.032,1.000,1.008,1.001,1.002"
13,10985.687087927403,0.00974183396663772,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.004,1.000,1.012,1.028,0.991"
14,11135.191269857844,0.013517226205801047,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.982,1.000,0.995,1.052,0.984"
15,11134.85374820808,-3.031171688398411e-05,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
16,11134.854445309726,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
17,11134.855142411416,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
18,10556.844872156884,-0.05330583882312975,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.900,1.000,0.900,0.903,0.974"
19,10268.219283596185,-0.02772083378923158,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.925,1.000,0.971,0.941,1.009"
20,10461.666934660649,0.018664189918958025,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.988,1.000,1.021,1.052,1.008"
21,9905.116320010984,-0.054666385071618216,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.900,1.000,0.903,0.900,0.967"
22,9873.986666060415,-0.003147734219878738,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.957,1.000,1.019,0.996,0.999"
23,9873.919818898223,-6.770050510823205e-06,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
24,9873.920437058632,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
25,9368.24492817805,-0.05257121083379696,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.900,1.000,0.917,0.900,0.975"
26,9284.06185462461,-0.009026620260445319,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.016,1.000,1.008,0.960,1.023"
27,8969.300468749787,-0.03449146350421881,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.978,1.000,0.992,0.906,0.997"
28,9179.378713095726,0.02315183664706378,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.045,1.000,1.036,1.041,1.030"
29,8939.29630995811,-0.026502650475327547,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.942,1.000,0.944,0.956,0.981"
30,8938.755702831933,-6.047718464562759e-05,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
31,8938.756262446048,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
32,9025.141009156741,0.009617669404680272,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.064,1.000,1.000,1.013,1.006"
33,9248.357554920263,0.024431845747977163,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.052,1.000,1.041,1.050,1.005"
34,9203.226683137673,-0.004891825135293404,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.966,1.000,0.987,1.005,0.971"
35,8958.860282275542,-0.02691113073560466,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.943,1.000,0.968,0.953,0.961"
36,9039.391104023587,0.00894879812872017,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.017,1.000,1.016,1.011,1.027"
37,9039.208541936023,-2.019648547402538e-05,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
38,9039.209107839024,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
39,9120.6524090301,0.008969655099642542,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.018,1.000,1.007,1.021,1.001"
40,8661.861068925255,-0.05161173408679952,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.900,1.000,0.910,0.903,0.978"
41,8586.077084990931,-0.008787655770287115,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.949,1.000,0.965,0.995,1.001"
42,8363.928238158203,-0.026213746066030025,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.962,1.000,0.934,0.952,0.994"
43,8581.43176105726,0.025672569813994586,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.067,1.000,1.040,1.046,1.019"
44,8580.93992240937,-5.7315930116690335e-05,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
45,8580.940459622296,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
46,8523.724853931133,-0.006690083441340907,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.985,1.000,1.018,0.985,0.976"
47,8668.853508110844,0.01688311065268797,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.046,1.000,1.045,1.023,1.016"
48,8753.964984233775,0.009770193404412814,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.008,1.000,0.996,1.032,0.991"
49,8904.229552591683,0.01701965569265291,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.021,1.000,1.016,1.031,1.042"
50,8918.136064341983,0.00156056887974329,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.017,1.000,1.000,0.983,1.062"
51,8918.104447060194,-3.5452854281077746e-06,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
52,8918.105005381429,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
53,8918.105563702698,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
54,8918.106122024003,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
55,8918.106680345341,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
56,8918.107238666717,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
57,8918.107796988126,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
58,8918.10835530957,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
59,8918.10891363105,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
60,8872.648809734863,-0.005110541500879329,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.993,1.000,0.988,0.988,1.004"
61,9074.083476710843,0.02244900333236401,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.037,1.000,1.046,1.047,1.000"
62,9136.29335724083,0.0068323816800660644,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.021,1.000,1.021,1.010,1.000"
63,9230.2062010953,0.01022662615002623,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.020,1.000,1.001,1.026,1.000"
64,9212.519844840512,-0.0019179769446817012,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.992,1.000,1.005,0.995,1.000"
65,9212.480955610326,-4.221354517862062e-06,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
66,9212.481532361111,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
67,9357.116085016785,0.015577879553483078,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.026,1.000,1.045,1.028,1.000"
68,9296.489157634722,-0.006500313485908435,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.982,1.000,1.001,0.984,1.000"
69,9393.123653856366,0.01034107644197919,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.047,1.000,0.993,1.023,1.000"
70,8943.604400809056,-0.04903921063886099,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.931,1.000,0.900,0.901,1.000"
71,8971.138887152982,0.0030739494931996056,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.077,1.000,1.008,0.990,1.000"
72,8971.07497330458,-7.124410499179286e-06,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
73,8971.075534942054,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
74,8691.801445729863,-0.03162535364583074,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.031,1.000,0.950,0.913,1.000"
75,8826.000506880098,0.015321749479680864,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.049,1.000,1.023,1.029,1.000"
76,9111.593017918902,0.031845592462216694,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.019,1.000,1.101,1.064,1.000"
77,9133.913989538041,0.002446737462043092,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.987,1.000,1.001,1.010,1.000"
78,9116.850123120485,-0.0018699350103295656,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.100,1.000,0.977,0.978,1.000"
79,9116.81227054041,-4.151944821490101e-06,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
80,9116.81284130182,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
81,9252.481039167753,0.014771462158065412,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.956,1.000,1.031,1.046,1.000"
82,9351.73557775127,0.010670213353402841,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.909,1.000,1.089,1.027,1.000"
83,9110.595348679402,-0.026123889109666877,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.937,1.000,0.926,0.959,1.000"
84,9027.803635068361,-0.009128952192250012,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.988,1.000,0.970,0.984,1.000"
85,8887.85463651526,-0.01562341088566553,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.960,1.000,0.990,0.988,0.920"
86,8887.539518720003,-3.545550580065991e-05,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
87,8887.540075127708,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
88,9081.265844276635,0.02156328878351738,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.030,1.000,1.036,1.050,0.994"
89,9086.150548940395,0.0005377434716906041,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.042,1.000,0.993,0.992,1.009"
90,9218.287327993601,0.014437927599955356,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.020,1.000,0.980,1.028,1.059"
91,9318.457058570573,0.010807799206014596,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.015,1.000,1.024,1.028,0.982"
92,9435.020235833905,0.012431260243889644,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.026,1.000,1.027,1.022,1.008"
93,9434.757041363764,-2.789587458193506e-05,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
94,9434.757632030225,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
95,9546.443849588062,0.011768223062701389,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.013,1.000,1.050,1.015,1.012"
96,9477.709881467688,-0.00722599997570674,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.976,1.000,0.985,0.987,1.005"
97,9527.968417159402,0.0052888039092631725,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.067,1.000,0.999,1.001,0.999"
98,9361.97439516136,-0.017575309408876527,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.944,1.000,0.976,0.974,0.977"
99,9516.50175690384,0.016371110863429444,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.011,1.000,1.032,1.038,1.001"
100,9516.152491866435,-3.670166366487844e-05,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
101,9516.153087628689,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
102,9597.969290896319,0.0085608641954145,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.018,1.000,0.989,1.030,0.984"
103,9577.1242978127,-0.00217417466031499,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.959,1.000,0.967,1.013,1.000"
104,9746.151360291859,0.01749510556562014,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.029,1.000,1.034,1.030,1.024"
105,9777.486936229141,0.0032100167365033223,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.001,1.000,0.997,1.010,1.003"
106,9880.053093799082,0.01043539407043343,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.003,1.000,0.990,1.030,1.014"
107,9879.82188827863,-2.340151652507001e-05,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
108,9879.822506808541,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
109,9879.823125338491,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
110,10016.914702720262,0.013780525035473308,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.039,1.000,1.022,1.027,0.999"
111,10240.189548569842,0.022044995701239488,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.039,1.000,1.018,1.057,0.988"
112,10042.725027751092,-0.019471635499260027,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.967,1.000,0.974,0.961,0.985"
113,10034.76500375737,-0.0007929302316470181,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.054,1.000,1.038,0.975,0.995"
114,10034.748659696894,-1.6287450458551458e-06,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
115,10034.749287926054,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
116,10096.477874478627,0.006132639557278924,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.025,1.000,1.013,1.008,1.004"
117,10096.564190643343,8.549099678845287e-06,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.963,1.000,0.982,1.015,0.997"
118,10133.40093126742,0.0036418037416351815,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.020,1.003,1.007"
119,10215.081253816285,0.008028192030202403,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.012,1.000,1.002,1.020,1.003"
120,10263.607917751608,0.004739244231526736,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.017,1.000,0.990,1.012,1.005"
121,10263.498539835997,-1.0656924865482763e-05,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
122,10263.499182386127,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
123,10284.686794785985,0.0020622375067391526,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.970,1.000,0.990,1.017,0.996"
124,10356.33659154369,0.006942493421873514,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.012,1.000,1.000,1.017,1.005"
125,10147.189555408937,-0.020401787387755565,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.052,1.000,0.933,0.946,1.003"
126,10079.551554740474,-0.006688003017106208,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.018,1.000,0.999,0.973,1.009"
127,10014.799626707922,-0.0064448114371561255,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.963,1.000,1.002,0.986,1.007"
128,10014.654345312265,-1.4506775458039685e-05,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
129,10014.654972283412,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
130,10041.125600149422,0.0026397021189056955,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.972,1.000,0.982,1.025,0.980"
131,10134.172265395577,0.009223886117246642,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.059,1.000,1.010,1.011,1.002"
132,10155.43487855674,0.002095912532354968,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.021,1.000,1.005,1.001,0.997"
133,10160.027127006508,0.0004520939299069096,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.985,1.000,1.018,0.999,1.002"
134,10145.748117915786,-0.0014063990438285582,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.966,1.000,0.990,1.008,0.996"
135,10145.716526360025,-3.1137777695266223e-06,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
136,10145.71716153637,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
137,10145.717796712754,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
138,10278.386127476235,0.012991531695060232,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.020,1.000,1.024,1.023,1.016"
139,10224.646546863365,-0.005242122424457426,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.980,1.000,0.993,0.991,0.998"
140,10290.950656868248,0.006463798270057135,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.010,1.000,1.023,1.011,0.999"
141,10022.128960042804,-0.02646938790743055,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.900,1.000,0.944,0.966,0.982"
142,10021.52275149741,-6.0488832504566946e-05,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
143,10021.523378898557,6.26053687056645e-08,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.000,1.000,1.000,1.000,1.000"
144,9564.98123183992,-0.04662647720308991,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.900,1.000,0.957,0.901,0.988"
145,9497.899981889228,-0.007037921087506343,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.987,1.000,1.004,0.981,0.998"
146,9400.978536405708,-0.010256936156766108,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,1.023,1.000,0.990,0.967,0.998"
147,9347.773316872172,-0.005675616464832585,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.974,1.000,0.986,0.993,0.998"
148,9375.969290815761,0.0030117905215742975,"0.10,0.08,0.31,0.10,0.33,0.10","1.000,0.995,1.000,1.000,1.013,0.990"
