Date,history1,history2,history3,history4
2016-03-28,11403.72278,11902.84575,12205.53641,12194.13328
2016-03-29,11177.31068,11890.68056,12192.56966,12181.10598
2016-03-30,11230.95471,11942.67763,12072.34348,12061.01218
2016-03-31,11347.95659,11943.3881,12019.51699,12008.03613
2016-04-01,11447.95334,11980.80919,12000.36683,11988.93447
2016-04-02,11382.19381,11947.36416,11917.02528,11905.46588
2016-04-03,11480.57483,11962.84099,12052.62023,12041.44629
2016-04-04,11455.06864,12012.08999,12094.70728,12083.53735
2016-04-05,11407.30054,12057.44416,11997.00664,11985.32524
2016-04-06,11408.91125,12006.758,11765.71541,11753.93947
2016-04-07,11390.94255,12011.71985,11759.26734,11747.12188
2016-04-08,11418.75837,11999.38816,11527.73127,11515.43329
2016-04-09,11273.17918,11989.97438,11582.46627,11570.41391
2016-04-10,11010.73893,12147.39317,11702.45407,11690.52718
2016-04-11,11030.43776,12092.46625,11805.22638,11793.39751
2016-04-12,11112.08021,12124.13322,11737.5153,11725.76455
2016-04-13,11103.42357,12078.08027,11838.97574,11827.2107
2016-04-14,11250.30949,12065.14832,11813.33545,11801.44324
2016-04-15,11331.96785,12053.24625,11764.09136,11752.10397
2016-04-16,11409.88748,12062.16682,11765.75607,11753.99895
2016-04-17,11364.01866,12161.13205,11747.18698,11735.3325
2016-04-18,11453.51695,12227.94483,11775.75048,11764.04317
2016-04-19,11376.10964,12159.96069,11626.09856,11614.24505
2016-04-20,11335.87155,12204.23082,11356.08829,11343.85308
2016-04-21,11251.74526,12265.58306,11376.29549,11364.10066
2016-04-22,11319.69026,12350.17967,11460.49152,11448.61652
2016-04-23,11352.25231,12371.58678,11451.56041,11439.49743
2016-04-24,11314.93421,12236.15019,11602.96299,11591.24479
2016-04-25,11220.72675,12322.1354,11687.04459,11675.0553
2016-04-26,11242.60462,12362.56779,11766.96308,11754.91289
2016-04-27,11269.62755,12401.84625,11720.21558,11708.06884
2016-04-28,11228.51688,12425.82502,11812.67116,11800.46063
2016-04-29,11217.51575,12473.10296,11733.04548,11720.49234
2016-04-30,11184.40017,12570.14391,11692.02686,11679.47448
2016-05-01,11268.66359,12571.51563,11605.37836,11592.61705
2016-05-02,11353.66166,12567.84808,11675.72878,11663.09983
2016-05-03,11508.35551,12529.97459,11709.18674,11696.60555
2016-05-04,11605.37343,12536.1622,11670.89733,11658.14741
2016-05-05,11624.72823,12503.64491,11574.60791,11561.54632
2016-05-06,11699.68319,12480.83903,11597.16217,11584.07569
2016-05-07,11798.53975,12478.96436,11624.76723,11611.72363
2016-05-08,11778.75697,12519.78724,11582.26735,11569.30397
2016-05-09,11786.33344,12464.29353,11570.96598,11558.04411
2016-05-10,11781.57334,12433.32659,11537.13893,11524.32053
2016-05-11,11791.6525,12402.16339,11623.74171,11610.94339
2016-05-12,11792.85676,12512.15639,11711.10563,11698.35532
2016-05-13,11819.66079,12477.56017,11869.50905,11857.28912
2016-05-14,11877.23231,12485.65281,11969.48518,11957.08801
2016-05-15,12015.71346,12659.79265,11989.38891,11976.89854
2016-05-16,12145.00479,12715.08768,12067.10827,12054.62192
2016-05-17,12101.59653,12814.92628,12169.36597,12157.04089
2016-05-18,12081.66744,12843.58926,12149.65083,12137.18583
2016-05-19,11979.52649,12798.33818,12157.6703,12145.11025
2016-05-20,12005.14971,12821.48374,12152.63241,12139.80412
2016-05-21,12124.75918,12866.74927,12163.05881,12150.20153
2016-05-22,12212.99874,12965.58011,12164.70408,12151.60566
2016-05-23,12323.64662,13036.82039,12192.50946,12179.34474
2016-05-24,12352.88874,12988.3072,12251.21716,12238.14103
2016-05-25,12389.78807,12965.08887,12393.18312,12380.21735
2016-05-26,12440.82863,13006.35076,12525.68526,12512.99274
2016-05-27,12457.56941,13106.79753,12481.23675,12468.42774
2016-05-28,12446.02888,13206.07194,12460.99235,12447.8426
2016-05-29,12500.87556,13220.99724,12355.7074,12342.42591
2016-05-30,12502.06792,13231.88934,12382.73751,12368.97639
2016-05-31,12541.71032,13287.85592,12504.39403,12490.43496
2016-06-01,12506.38427,13312.70136,12595.82159,12581.49296
2016-06-02,12522.74535,13369.25008,12709.66261,12695.37798
2016-06-03,12574.34775,13134.461,12739.5731,12725.30223
2016-06-04,12623.59038,13177.53616,12777.58526,12762.93363
2016-06-05,12572.41509,13289.52414,12829.72143,12815.64356
2016-06-06,12578.25953,13380.88559,12846.9033,12832.73507
2016-06-07,12565.2059,13370.33683,12835.20142,12820.96523
2016-06-08,12555.51311,13439.00762,12891.45089,12877.00919
2016-06-09,12720.68735,13503.95465,12893.11387,12878.52797
2016-06-10,12663.22466,13514.05063,12933.93129,12919.26885
2016-06-11,12696.82343,13510.2058,12897.66112,12883.06669
2016-06-12,12649.48906,13480.95893,12914.58885,12899.87968
2016-06-13,12636.45095,13503.504,12967.2147,12952.49141
2016-06-14,12624.06903,13666.5618,13017.28965,13002.72733
2016-06-15,12633.91682,13670.59901,12964.62278,12950.15527
2016-06-16,12739.74181,13665.5472,12970.22441,12955.35812
2016-06-17,12811.34803,13695.36935,12956.87272,12942.0413
2016-06-18,12739.87477,13978.8571,12947.09398,12932.16629
2016-06-19,12786.58157,13670.78219,13117.00595,13101.65449
2016-06-20,12850.35159,13574.66569,13058.13831,13042.69758
2016-06-21,12938.70707,13613.94739,13092.64587,13077.29951
2016-06-22,12960.77543,13590.36168,13043.94727,13028.62267
2016-06-23,12818.7917,13533.23855,13030.21185,13014.97228
2016-06-24,12908.72064,13496.08892,13017.52206,13002.27009
2016-06-25,12951.24649,13773.36905,13027.85271,13012.52675
2016-06-26,12993.7007,13704.67691,13137.36978,13122.24707
2016-06-27,13020.30699,13856.38653,13211.16354,13196.10838
2016-06-28,13069.21574,13827.82183,13137.73657,13122.69851
2016-06-29,13171.44787,13922.68801,13186.03324,13170.91115
2016-06-30,13172.96023,13904.41469,13251.74349,13236.63801
2016-07-01,13169.33832,13796.23915,13343.27353,13328.38045
2016-07-02,13132.31782,13938.08448,13365.50363,13350.26925
2016-07-03,13137.5743,13732.32407,13219.85609,13204.41243
2016-07-04,13103.54972,13722.00303,13312.15159,13296.63175
2016-07-05,13079.57599,13654.37741,13355.44583,13340.52522
2016-07-06,13077.69348,13774.81472,13399.58935,13384.47227
2016-07-07,13121.61311,13661.87541,13427.26461,13412.03356
2016-07-08,13063.7742,13743.77097,13477.53187,13462.48406
2016-07-09,13031.2112,13847.48042,13582.93013,13567.96315
2016-07-10,12999.36598,13929.94521,13584.93205,13569.87081
2016-07-11,13116.3513,14100.36236,13582.00688,13566.80899
2016-07-12,13079.91268,14124.07476,13543.29101,13528.17609
2016-07-13,13089.61111,14245.82717,13548.95612,13533.55281
2016-07-14,13273.0287,14241.42813,13514.01888,13498.24465
2016-07-15,13331.7802,14344.17222,13489.0364,13473.7223
2016-07-16,13437.09592,14392.51888,13487.11909,13471.45244
2016-07-17,13468.22269,14382.64772,13531.75434,13516.03841
2016-07-18,13421.206,14415.47739,13472.48754,13456.79457
2016-07-19,13445.54912,14456.75793,13438.65203,13422.73979
2016-07-20,13494.43765,14414.2736,13405.89343,13389.98894
2016-07-21,13597.92488,14561.2,13526.43828,13510.45552
2016-07-22,13673.58564,14428.5455,13489.04987,13473.11453
2016-07-23,13623.10213,14444.52588,13499.45689,13483.05411
2016-07-24,13599.84298,14400.86455,13688.34943,13671.88616
2016-07-25,13644.5587,14442.93401,13749.1931,13733.0887
2016-07-26,13748.38497,14466.70866,13857.40033,13841.38801
2016-07-27,13851.64348,14482.11519,13889.19972,13873.19775
2016-07-28,13867.89554,14508.7517,13841.13232,13825.13154
2016-07-29,13879.69556,14639.0963,13866.45263,13850.42395
2016-07-30,13938.15035,14657.52856,13917.2502,13900.92152
2016-07-31,13965.2803,14642.89886,14023.6013,14007.16051
2016-08-01,14024.92311,14305.52328,14101.0103,14084.88801
2016-08-02,13778.07758,14384.8647,14049.52608,14033.43433
2016-08-03,13822.83148,14560.75731,14025.73622,14009.54294
2016-08-04,13941.17714,14659.88859,14071.59675,14054.98389
2016-08-05,14037.95971,14745.69226,14177.92068,14160.92699
2016-08-06,14026.30133,14654.22816,14283.52846,14266.94438
2016-08-07,14098.05319,14689.89751,14300.54184,14283.90212
2016-08-08,14165.98957,14731.96207,14312.72862,14295.88857
2016-08-09,14177.03659,14934.48832,14372.6221,14355.76557
2016-08-10,14173.27626,14924.01189,14400.76208,14383.96088
2016-08-11,14143.61277,14858.46435,14461.89076,14444.90093
2016-08-12,14168.38917,14855.58928,14209.10072,14192.16016
2016-08-13,14339.5588,14845.69678,14255.10204,14238.02149
2016-08-14,14346.73918,14870.07086,14377.3833,14360.22231
2016-08-15,14341.53339,14994.72374,14476.70553,14459.30809
2016-08-16,14374.49237,15057.9029,14465.29433,14447.70956
2016-08-17,14678.69855,15060.09778,14539.54373,14521.87243
2016-08-18,14356.21862,14954.37593,14609.61816,14591.95797
2016-08-19,14256.11127,14920.05868,14621.06763,14603.42157
2016-08-20,14297.36675,15010.13088,14617.33468,14599.57498
2016-08-21,14274.16896,14973.30449,14587.38251,14569.43953
2016-08-22,14213.94923,15184.65462,14612.68343,14594.7633
2016-08-23,14175.67542,15172.46783,14789.86244,14772.17355
2016-08-24,14466.56793,15168.75544,14796.88326,14779.41585
2016-08-25,14394.24593,15014.91332,14791.74143,14774.10702
2016-08-26,14553.21354,15029.94679,14825.59374,14807.91513
2016-08-27,14524.3346,15047.24537,15133.91508,15117.63343
2016-08-28,14625.04275,15028.3357,14802.06625,14785.52981
2016-08-29,14605.66004,14842.14599,14699.85392,14683.45163
2016-08-30,14494.36126,14765.79663,14742.94231,14726.52173
2016-08-31,14645.27281,14743.27538,14718.80882,14702.26721
2016-09-01,14428.46964,14443.29709,14657.82113,14640.74457
2016-09-02,14416.94294,14429.08745,14618.9511,14601.43505
2016-09-03,14347.15128,14540.44194,14917.45204,14899.63353
2016-09-04,14472.12203,14550.43842,14843.22534,14825.32375
2016-09-05,14352.39994,14692.21619,15006.8696,14989.29828
2016-09-06,14438.34666,14681.4441,14977.35662,14959.65793
2016-09-07,14547.67432,14790.80232,15081.38879,15063.34159
2016-09-08,14635.11441,14757.22526,15061.66127,15043.49059
2016-09-09,14817.73451,14814.29129,14947.14325,14929.09142
2016-09-10,14844.33211,14849.5312,15102.0135,15084.02848
2016-09-11,14974.58399,14906.04657,14879.5671,14861.35312
2016-09-12,14969.03683,14916.65929,14867.57067,14849.31768
2016-09-13,15078.99672,14992.97303,14795.75456,14777.53537
2016-09-14,15131.06055,14899.50137,14923.97695,14905.93021
2016-09-15,15120.1732,14934.6059,14800.82498,14782.73734
2016-09-16,15157.39019,14943.93353,14889.38495,14871.38772
2016-09-17,15201.59433,14870.09593,15002.22588,14984.19176
2016-09-18,15156.84662,15002.24251,15091.95667,15074.426
2016-09-19,15312.18614,15218.44137,15280.13488,15262.65758
2016-09-20,15173.59386,15291.39195,15307.16028,15289.83573
2016-09-21,15191.2723,15171.9117,15440.97488,15423.66896
2016-09-22,15147.42156,15217.69746,15435.32445,15417.88421
2016-09-23,15192.03954,15145.24481,15548.46485,15530.95081
2016-09-24,15216.92052,15245.72308,15602.24316,15584.72806
2016-09-25,15233.89174,15474.56807,15591.48526,15574.00942
2016-09-26,15262.41048,15664.46102,15629.8317,15612.34356
2016-09-27,15400.63945,16041.55666,15674.88913,15657.32597
2016-09-28,15419.31617,16072.10382,15628.39198,15611.01259
2016-09-29,15402.34385,16228.40259,15787.85837,15770.61372
2016-09-30,15046.21232,16301.39642,15645.81233,15628.58485
2016-10-01,15129.00427,16452.09106,15663.18649,15646.68151
2016-10-02,15315.97887,16483.96175,15619.32511,15602.32572
2016-10-03,15420.47047,16614.69436,15665.14053,15648.28705
2016-10-04,15511.49268,16462.22504,15689.11634,15671.60146
2016-10-05,15417.87184,16471.18815,15707.04567,15689.27436
2016-10-06,15457.97074,16413.52319,15736.38895,15718.58015
2016-10-07,15502.17619,16333.14297,15876.62826,15858.7161
2016-10-08,15711.99459,16183.99746,15896.2452,15877.79395
2016-10-09,15700.28661,16377.32596,15878.5382,15860.28612
2016-10-10,15630.47518,16330.83633,15513.11608,15494.41213
2016-10-11,15626.40471,16420.22924,15598.17764,15579.05932
2016-10-12,15614.69017,16584.68441,15790.51406,15771.22909
2016-10-13,15640.67169,16570.03717,15897.43583,15878.42945
2016-10-14,15771.06648,16679.19366,15991.09322,15972.36958
2016-10-15,15837.72105,16644.82707,15894.78559,15876.70879
2016-10-16,15841.29112,16652.92715,15935.05972,15917.20632
2016-10-17,15730.11363,16223.69669,15980.72147,15963.0817
2016-10-18,15695.16252,16319.03693,16195.7356,16178.26035
2016-10-19,15791.46424,16124.23449,16183.06729,16165.26693
2016-10-20,15752.81494,15793.96414,16111.51553,16093.33001
2016-10-21,15976.81297,15799.27366,16107.90937,16089.503
2016-10-22,15966.1144,15912.83695,16096.83561,16077.97293
2016-10-23,15962.28581,16049.98177,16123.61692,16104.45
2016-10-24,15802.54491,16113.58407,16257.47939,16238.38087
2016-10-25,15816.43043,16146.59148,16326.37977,16307.16526
2016-10-26,15837.49402,16041.28781,16330.30901,16311.00157
2016-10-27,15818.33313,16144.47847,16216.30796,16197.02249
2016-10-28,15626.74856,16021.14638,16180.24062,16160.98879
2016-10-29,15549.2345,16157.06132,16279.52699,16260.21704
2016-10-30,15529.30607,16224.37578,16240.51206,16220.8406
2016-10-31,15213.19693,16077.76336,16469.66045,16449.68483
2016-11-01,15194.9328,16066.40436,16458.16575,16438.44582
2016-11-02,15317.09529,16152.14878,16453.74764,16433.52282
2016-11-03,15329.41804,16194.6743,16289.94843,16269.87972
2016-11-04,15480.41594,16034.60279,16304.2749,16284.10537
2016-11-05,15470.67085,16083.02833,16325.67918,16305.80413
2016-11-06,15587.27485,16091.67026,16305.62172,16285.51039
2016-11-07,15552.58076,,16108.70526,16088.37608
2016-11-08,15610.69383,,16029.27717,16009.05896
2016-11-09,15648.94075,,16009.14248,15989.05678
2016-11-10,15711.03212,,15685.50801,15665.41868
2016-11-11,15721.76479,,15666.99395,15646.90481
2016-11-12,15801.72247,,15792.07658,15772.18074
2016-11-13,15702.41899,,15805.25582,15785.13094
2016-11-14,15743.30975,,15961.10304,15940.78136
2016-11-15,15757.65358,,15950.71723,15930.49004
2016-11-16,15677.89513,,16070.04198,16050.12177
2016-11-17,15818.65398,,16034.54839,16014.77238
2016-11-18,16027.34579,,16094.67625,16074.34737
2016-11-19,16103.96543,,16134.19545,16113.65081
2016-11-20,15981.52512,,16197.63424,16177.13628
2016-11-21,16032.0886,,16208.80579,16188.52693
2016-11-22,15958.76085,,16291.3938,16270.97391
2016-11-23,16064.3326,,16189.41261,16168.58735
2016-11-24,16304.14788,,16231.65963,16210.69055
2016-11-25,16510.34034,,16244.99064,16223.63788
2016-11-26,16904.0704,,16163.45412,16142.05483
2016-11-27,16939.28829,,16308.01809,16286.5592
2016-11-28,17098.61003,,16530.70544,16511.02471
2016-11-29,17174.4518,,16610.05154,16590.10643
2016-11-30,17335.45255,,16484.66844,16464.71285
2016-12-01,17369.46094,,16536.70382,16516.61018
2016-12-02,17503.13158,,16461.00944,16440.92295
2016-12-03,17345.38698,,16570.15512,16550.35417
2016-12-04,17355.91893,,16815.67052,16796.28038
2016-12-05,17295.45169,,17027.8798,17008.7348
2016-12-06,17213.22085,,17436.69232,17415.21191
2016-12-07,17056.16246,,17473.04594,17451.81323
2016-12-08,17260.94671,,17640.13475,17619.03437
2016-12-09,17212.05792,,17717.78495,17696.08858
2016-12-10,17308.03102,,17882.42474,17860.60302
2016-12-11,17483.06384,,17917.17949,17895.15996
2016-12-12,17468.06883,,18057.73786,18035.41114
2016-12-13,17584.17496,,17894.67461,17872.21662
2016-12-14,17547.29167,,17905.83691,17883.23546
2016-12-15,17556.99524,,17844.37084,17821.56306
2016-12-16,17108.33608,,17759.82821,17737.57754
2016-12-17,17213.09511,,17597.92707,17575.68004
2016-12-18,17005.54457,,17808.72274,17786.42548
2016-12-19,16656.02485,,17758.81171,17736.53988
2016-12-20,16662.58663,,17858.09951,17835.76912
2016-12-21,16781.68784,,18037.67257,18015.86699
2016-12-22,16927.74429,,18021.88359,18000.05569
2016-12-23,16996.35473,,18142.61982,18120.83442
2016-12-24,17031.39237,,18105.32308,18083.44671
2016-12-25,16922.04743,,18116.3584,18094.02724
2016-12-26,17028.60962,,17654.15902,17632.13563
2016-12-27,16898.51862,,17761.96048,17740.64844
2016-12-28,17044.00718,,17547.8187,17526.28237
2016-12-29,17118.56276,,17188.78323,17167.16443
2016-12-30,16964.73439,,17195.55779,17173.87467
2016-12-31,16952.69284,,17319.88454,17297.97294
2017-01-01,17043.46695,,17471.17579,17449.16317
2017-01-02,17089.79153,,17540.49538,17518.96613
2017-01-03,16922.73741,,17574.26739,17551.42767
2017-01-04,16976.86988,,17462.55999,17439.82923
2017-01-05,16986.78326,,17572.45987,17549.56537
